JournalFullName,ISSN,2024IF,2024AI
Georisk-Assessment and Management of Risk for Engineered Systems and Geohazards,1749-9518,4.8,0.868
Geosaberes,2178-0463,0,0.046
GeoScape,1802-1115,0.6,0.201
GEOSCIENCE CANADA,0315-0941,0.8,0.411
Geoscience Communication,2569-7102,1.4,0.432
Geoscience Data Journal,2049-6060,2.4,0.996
Geoscience Frontiers,1674-9871,8.9,1.976
Geoscience Letters,2196-4092,4.3,1.288
Geosciences,N/A,2.1,0.574
GEOSCIENCES JOURNAL,1226-4806,1.5,0.294
Geoscientific Instrumentation Methods and Data Systems,2193-0856,2.3,0.472
Geoscientific Model Development,1991-959X,4.9,2.289
Geosfernye Issledovaniya-Geosphere Research,2542-1379,0.3,0.052
Geospatial Health,1827-1987,0.9,0.276
Geosphere,1553-040X,1.9,0.907
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,1639-4488,3.4,1.168
GEOSYNTHETICS INTERNATIONAL,1072-6349,3.3,0.669
Geosystem Engineering,1226-9328,1.1,0.237
Geotechnical and Geological Engineering,0960-3182,2,0.336
Geotechnical Engineering,0046-5828,0.2,0.082
Geotechnical Research,2052-6156,1.8,0.251
GEOTECHNICAL TESTING JOURNAL,0149-6115,1.2,0.336
Geotechnics,N/A,1.9,0.442
Geotechnik,0172-6145,0.4,0.157
GEOTECHNIQUE,0016-8505,5.2,1.43
Geotechnique Letters,2049-825X,2.5,0.637
GEOTECTONICS,0016-8521,0.8,0.25
GEOTEXTILES AND GEOMEMBRANES,0266-1144,6.2,1.094
Geothermal Energy,2195-9706,3.1,0.842
GEOTHERMICS,0375-6505,3.9,0.806
Geriatric Nursing,0197-4572,2.4,0.66
Geriatric Orthopaedic Surgery & Rehabilitation,2151-4585,1.6,0.605
Geriatrics,N/A,2.1,0.619
Geriatrics & Gerontology International,1444-1586,2.5,0.767
Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,2115-8789,0.3,0.077
Gerion-Revista de Historia Antigua,0213-0181,0.1,0.11
German Economic Review,1465-6485,1.4,0.592
German History,0266-3554,0.4,0.337
German Journal of Agricultural Economics,0515-6866,1.5,0.171
German Journal of Exercise and Sport Research,2509-3142,1.9,0.399
German Journal of Human Resource Management-Zeitschrift fur Personalforschung,2397-0022,3.5,0
German Law Journal,N/A,1.2,0.704
GERMAN LIFE AND LETTERS,0016-8777,0.2,0.275
German Politics,0964-4008,2.1,0.822
GERMAN POLITICS AND SOCIETY,1045-0300,0.5,0.26
GERMAN QUARTERLY,0016-8831,0.2,0.247
GERMAN STUDIES REVIEW,0149-7952,0.3,0.122
GERMANIC REVIEW,0016-8890,0.2,0.175
GERMANISCH-ROMANISCHE MONATSSCHRIFT,0016-8904,0.1,0.093
Germanoslavica-Zeitschrift fur Germano-Slawische Studien,1210-9029,0,0.018
GERMS,2248-2997,1.7,0.401
GERODONTOLOGY,0734-0664,1.7,0.542
GERONTOLOGIST,0016-9013,3.2,1.573
GERONTOLOGY,0304-324X,3,1.076
GERONTOLOGY & GERIATRICS EDUCATION,0270-1960,1.3,0.381
Gerontology and Geriatric Medicine,N/A,1.8,0.634
GeroPsych-The Journal of Gerontopsychology and Geriatric Psychiatry,1662-9647,1,0.351
GeroScience,2509-2715,5.4,1.571
GESCHICHTE UND GESELLSCHAFT,0340-613X,0.3,0.324
GESTA-INTERNATIONAL CENTER OF MEDIEVAL ART,0016-920X,0.3,0.534
Gestao e Desenvolvimento,1807-5436,0.5,0.049
Gestion y Politica Publica,1405-1079,0.6,0.111
Gesture,1568-1475,0.7,0.659
Gesunde Pflanzen,0367-4223,3.1,0.386
Gesundheitsoekonomie und Qualitaetsmanagement,1432-2625,0.2,0.047
GESUNDHEITSWESEN,0941-3790,0.8,0.19
GetMobile-Mobile Computing & Communications Review,2375-0529,1.2,0.324
Getty Research Journal,1944-8740,0.1,0.194
GEUS Bulletin,2597-2154,1.3,0.3
GFF,1103-5897,1.2,0.385
GHANA SOCIAL SCIENCE JOURNAL,0855-4730,0.4,0.122
GIANT,2666-5425,4.9,1.003
GIFTED CHILD QUARTERLY,0016-9862,4,1.008
GigaByte,N/A,1.2,0.478
GigaScience,2047-217X,3.9,4.938
GIM International-The Worldwide Magazine for Geomatics,1566-9076,0.1,0.037
Ginekologia Polska,0017-0011,1,0.272
GIO-Gruppe-Interaktion-Organisation-Zeitschrift fuer Angewandte Organisationspsychologie,2366-6145,0.6,0.096
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,0017-0089,0.1,0.119
Giornale di Chirurgia,0391-9005,0.4,0.086
Giornale Italiano di Endodonzia,1971-1425,0.8,0.104
GIORNALE STORICO DELLA LETTERATURA ITALIANA,0017-0496,0.1,0.136
Girlhood Studies-An Interdisciplinary Journal,1938-8209,0.6,0.331
GIScience & Remote Sensing,1548-1603,6.9,1.51
GIST-Education and Learning Research Journal,1692-5777,0.1,0.13
Gladius,0436-029X,0.2,0.187
Gland Surgery,2227-684X,1.6,0.5
GLASGOW MATHEMATICAL JOURNAL,0017-0895,0.4,0.435
Glasnik Hemicara i Tehnologa Bosne i Hercegovine,0367-4444,0.3,0.019
Glasnik Matematicki,0017-095X,0.6,0.264
GLASS AND CERAMICS,0361-7610,0.6,0.08
GLASS PHYSICS AND CHEMISTRY,1087-6596,0.6,0.088
Glass Structures & Engineering,2363-5142,1.5,0.253
Glass Technology-European Journal of Glass Science and Technology Part A,1753-3546,0.5,0.139
GLIA,0894-1491,5.1,1.853
Global & Local Economic Review,1722-4241,0,0.008
Global & Regional Health Technology Assessment,2284-2403,0.5,0.14
Global Advances in Integrative Medicine and Health,N/A,1.3,0.321
GLOBAL AND PLANETARY CHANGE,0921-8181,4,1.342
GLOBAL BIOGEOCHEMICAL CYCLES,0886-6236,5.5,2.367
Global Business Review,0972-1509,1.9,0.305
GLOBAL CHALLENGES,N/A,6.4,0.994
GLOBAL CHANGE BIOLOGY,1354-1013,12,4.113
Global Change Biology Bioenergy,1757-1693,4.1,1.08
Global Change Peace & Security,1478-1158,0.2,0.343
Global Constitutionalism,2045-3817,2.4,0
Global Crime,1744-0572,1.9,0.649
Global Discourse,2326-9995,1.4,0
GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,6,2.409
Global Ecology and Conservation,N/A,3.4,0.944
Global Economic Review,1226-508X,2.6,0.346
Global Economy Journal,2194-5659,1,0.113
Global Energy Interconnection-China,2096-5117,2.6,0
Global Environment,1973-3739,0.4,0.254
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,9.1,3.368
Global Environmental Politics,1526-3800,4,2.072
Global Finance Journal,1044-0283,5.5,0.802
Global Food Security-Agriculture Policy Economics and Environment,2211-9124,9.6,2.221
GLOBAL GOVERNANCE,1075-2846,0.6,0.446
Global Health & Medicine,2434-9186,1.4,0.593
Global Health Action,N/A,2.6,0.927
Global Health Epidemiology and Genomics,2054-4200,1.5,0.371
Global Health Promotion,1757-9759,1.3,0.547
Global Health Research and Policy,N/A,4.6,1.349
Global Health-Science and Practice,2169-575X,2.2,0.924
Global Heart,2211-8160,3.1,1.12
Global Intellectual History,2380-1883,0.4,0
Global Journal Al-Thaqafah,2232-0474,0.5,0.024
GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT-GJESM,2383-3572,2.9,0.313
Global Journal of Medical Pharmaceutical and Biomedical Update,N/A,1.1,0.178
Global Knowledge Memory and Communication,2514-9342,2.4,0.32
Global Labour Journal,1918-6711,1,0.536
Global Media and China,2059-4364,3.4,1.031
Global Media and Communication,1742-7665,0.9,0.431
Global Media Journal-Canadian Edition,1918-5901,0.8,0.375
Global Medical Genetics,2699-9404,1.5,0.347
Global Mental Health,2054-4251,3.4,1.295
Global NEST Journal,1790-7632,1.2,0.134
GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,1470-2266,2.2,1.026
Global Pediatric Health,N/A,1.3,0
Global Perspectives,N/A,0.4,0.253
Global Philosophy,2948-152X,0.5,0.25
Global Policy,1758-5880,1.8,0.848
Global Public Health,1744-1692,2.1,0.891
Global Public Policy and Governance,2730-6291,2.2,0.713
Global Qualitative Nursing Research,2333-3936,2.1,0.558
Global Responsibility to Protect,1875-9858,1.2,0.345
Global Sixties,2770-8888,0.8,0.256
Global Social Challenges Journal,N/A,3.6,1.625
Global Social Policy,1468-0181,0.9,0.488
Global Social Welfare,2196-8799,1.3,0.347
Global Society,1360-0826,2.3,0.75
Global Spine Journal,2192-5682,3,0.973
Global Strategy Journal,2042-5791,4.7,2.244
Global Studies of Childhood,2043-6106,1.2,0.555
Global Sustainability,N/A,5.8,2.249
Global Trade and Customs Journal,1569-755X,0.4,0.095
Global Transitions,2589-7918,3.1,0
Globalisation Societies and Education,1476-7724,1.9,0.753
Globalization and Health,N/A,4.5,1.78
Globalizations,1474-7731,2,0.899
Glossa-A Journal of General Linguistics,N/A,0.8,0.815
GLOTTA-ZEITSCHRIFT FUR GRIECHISCHE UND LATEINISCHE SPRACHE,0017-1298,0.2,0.51
Glottometrics,1617-8351,0.8,0.168
GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,1064-2684,0.9,0.846
GLYCOBIOLOGY,0959-6658,3.3,1.14
GLYCOCONJUGATE JOURNAL,0282-0080,3.1,0.62
GM Crops & Food-Biotechnology in Agriculture and the Food Chain,2164-5698,4.7,0.599
GMS Hygiene and Infection Control,2196-5226,1.6,0.458
GMS Interdisciplinary Plastic and Reconstructive Surgery DGPW,2193-8091,1.5,0.275
GMS Journal for Medical Education,2366-5017,1.7,0.347
GOETHE JAHRBUCH,0323-4207,0,0.011
GOLD BULLETIN,2364-821X,1.5,0.26
Gomal Journal of Medical Sciences,1819-7973,0.1,0.032
Gondola-Ensenanza y Aprendizaje de las Ciencias,2346-4712,0.2,0.031
Gondwana Research,1342-937X,8.6,1.76
Gorteria,0017-2294,0.1,0.05
Gospodarka Narodowa-The Polish Journal of Economics,0867-0005,0.2,0.061
Gospodarka Surowcami Mineralnymi-Mineral Resources Management,0860-0953,0.8,0.149
Gosudarstvo Religiya Tserkov v Rossii i za Rubezhom,2073-7203,0.1,0.2
Gothic Studies,1362-7937,0.4,0.197
GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,0952-1895,3.1,1.474
GOVERNMENT AND OPPOSITION,0017-257X,3.2,1.825
GOVERNMENT INFORMATION QUARTERLY,0740-624X,10,2.075
GOYA,0017-2715,0,0.096
GPS SOLUTIONS,1080-5370,3.9,0.952
Gradevinar,0350-2465,0.9,0.099
Gradevnski Materijiali I Konstrukcije-Building Materials and Structures,2217-8139,0.6,0.062
GRADIVA,0363-8057,0,0
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,0721-832X,2.3,0.683
Grafica-Journal of Graphic Design,2014-9298,0.4,0.089
Gragoata-UFF,1413-9073,0.1,0.102
Gran Tour,2172-8690,0.1,0.018
GRANA,0017-3134,1,0.212
Granja-Revista de Ciencias de la Vida,1390-3799,0.6,0.121
GRANULAR MATTER,1434-5021,2.9,0.695
GRAPHICAL MODELS,1524-0703,2.2,0.634
GRAPHS AND COMBINATORICS,0911-0119,0.6,0.482
GRASAS Y ACEITES,0017-3495,1.1,0.173
GRASS AND FORAGE SCIENCE,0142-5242,2.9,0.505
Grass Research,N/A,2.2,0.403
Grassland Research,2097-051X,2.3,0.445
GRASSLAND SCIENCE,1744-6961,1.1,0.205
Gravitation & Cosmology,0202-2893,1,0.195
Grazer Philosophische Studien-International Journal for Analytic Philosophy,0165-9227,0.2,0.362
GREAT PLAINS QUARTERLY,0275-7664,0.1,0.099
GREECE & ROME,0017-3835,0.2,0.117
GREEK ROMAN AND BYZANTINE STUDIES,0017-3916,0.2,0.578
Green Analytical Chemistry,N/A,6.2,0.795
Green Chemical Engineering,2096-9147,7.6,1.216
GREEN CHEMISTRY,1463-9262,9.2,1.627
Green Chemistry Letters and Reviews,1751-8253,5.1,0.872
Green Energy & Environment,2096-2797,14.6,1.842
Green Energy and Intelligent Transportation,2097-2512,16.4,2.979
Green Finance,2643-1092,5,0.517
Green Materials,2049-1220,2,0.324
Green Processing and Synthesis,2191-9542,3,0.51
Green Synthesis and Catalysis,N/A,6.3,1.314
Greenhouse Gases-Science and Technology,2152-3878,2.8,0.49
Grey Room,1526-3819,0.4,0.318
Grey Systems-Theory and Application,2043-9377,4.4,0.381
Griffith Law Review,1038-3441,0.9,0.478
Griot-Revista de Filosofia,2178-1036,0.1,0.05
Gripla,1018-5011,0.1,0.128
Grotiana,0167-3831,0,0.16
GROUND WATER MONITORING AND REMEDIATION,1069-3629,1.3,0.309
Groundwater,0017-467X,2.2,0.616
Groundwater for Sustainable Development,2352-801X,5.6,0.769
GROUP & ORGANIZATION MANAGEMENT,1059-6011,3.3,1.675
GROUP DECISION AND NEGOTIATION,0926-2644,2.5,0.567
GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE,1089-2699,2.2,0.882
GROUP PROCESSES & INTERGROUP RELATIONS,1368-4302,2.3,1.628
Groups Complexity Cryptology,1867-1144,0.3,0.106
Groups Geometry and Dynamics,1661-7207,0.8,0.834
GROWTH AND CHANGE,0017-4815,2.1,0.561
GROWTH FACTORS,0897-7194,1.7,0.412
GROWTH HORMONE & IGF RESEARCH,1096-6374,1.6,0.436
Grundwasser,1430-483X,1.3,0.192
GRUPPENPSYCHOTHERAPIE UND GRUPPENDYNAMIK,0017-4947,0.2,0.011
GUERRES MONDIALES ET CONFLITS CONTEMPORAINS,0984-2292,0,0.066
Guidance Navigation and Control,2737-4807,1.5,0.379
Guiniguada,0213-0610,0.1,0.037
GULF AND CARIBBEAN RESEARCH,1528-0470,1.4,0.263
Guncel Pediatri-Journal of Current Pediatrics,1304-9054,0.1,0.056
Gurukul Business Review-GBR,0973-1466,0.1,0.038
GUT,0017-5749,25.8,8.687
Gut and Liver,1976-2283,3.2,1.078
Gut Microbes,1949-0976,11,3.197
Gut Pathogens,1757-4749,4,0.994
GYMNASIUM,0342-5231,0.2,0.023
Gynakologie,2731-7102,0.1,0.018
Gynakologische Endokrinologie,1610-2894,0.1,0.009
GYNECOLOGIC AND OBSTETRIC INVESTIGATION,0378-7346,2.3,0.536
Gynecologic Oncology,0090-8258,4.1,1.435
Gynecologic Oncology Reports,2352-5789,1.3,0.384
GYNECOLOGICAL ENDOCRINOLOGY,0951-3590,1.7,0.518
Gynecologie Obstetrique Fertilite & Senologie,2468-7197,0.8,0.186
Gynecology and Minimally Invasive Therapy-GMIT,2213-3070,1.7,0.352
Gynecology and Pelvic Medicine,N/A,0.3,0
H-ermes-Journal of Communication,2284-0753,0.1,0.031
H2Open Journal,N/A,1.4,0.284
HABITAT INTERNATIONAL,0197-3975,7,1.305
Habitat y Sociedad,2173-125X,0.2,0.041
Hacettepe Journal of Mathematics and Statistics,N/A,0.9,0.255
Hacettepe Universitesi Egitim Fakultesi Dergisi-Hacettepe University Journal of Education,2536-4758,0.3,0.103
Hacienda Publica Espanola-Review of Public Economics,0210-1173,0.5,0.16
Hacquetia,1581-4661,0.7,0.112
HAEMATOLOGICA,0390-6078,7.9,3.303
HAEMOPHILIA,1351-8216,3,0.962
Hagiographica,1124-1225,0.1,0.039
Hague Journal of Diplomacy,1871-1901,1.2,0.607
Hague Journal on the Rule of Law,1876-4045,3.3,0.97
HAHR-Hispanic American Historical Review,0018-2168,0.7,0.723
Haide,N/A,0,0
Hallazgos-Revista de Investigaciones,1794-3841,0.1,0.102
Hamostaseologie,0720-9355,2.4,0.703
HAND CLINICS,0749-0712,1.1,0.469
Hand Surgery & Rehabilitation,2468-1229,1,0.339
Hand Therapy,1758-9983,0.6,0.272
Handchirurgie Mikrochirurgie Plastische Chirurgie,0722-1819,0.6,0.145
HardwareX,N/A,2.1,0.435
Harm Reduction Journal,N/A,4,1.367
HARMFUL ALGAE,1568-9883,4.5,1.184
Harold Pinter Review-Essays on Contemporary Drama,2473-8433,0.1,0.07
HARVARD BUSINESS REVIEW,0017-8012,7.8,4.354
HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW,0017-8039,0.8,0.68
Harvard Data Science Review,2688-8513,2.5,0
HARVARD EDUCATIONAL REVIEW,0017-8055,3.3,1.622
HARVARD INTERNATIONAL LAW JOURNAL,0017-8063,1.7,0
HARVARD JOURNAL OF ASIATIC STUDIES,0073-0548,0.2,0.237
HARVARD JOURNAL OF LAW AND PUBLIC POLICY,0193-4872,0.5,0.323
HARVARD JOURNAL ON LEGISLATION,0017-808X,0.6,0.244
HARVARD LAW REVIEW,0017-811X,3.7,2.391
HARVARD REVIEW OF PSYCHIATRY,1067-3229,3.4,1.439
HARVARD THEOLOGICAL REVIEW,0017-8160,0.5,0.58
Haseki TIp Bulteni-Medical Bulletin of Haseki,1302-0072,0.2,0.036
HASELTONIA,1070-0048,0.4,0.3
Haser-Revista Internacional de Filosofia Aplicada,2172-055X,1.1,0.177
HASTINGS CENTER REPORT,0093-0334,2.3,1.055
HASTINGS LAW JOURNAL,0017-8322,0.8,0.412
HAU-Journal of Ethnographic Theory,2575-1433,0.5,0.408
Hawwa,1569-2078,0.3,0.365
He Kupu,1179-6812,0.3,0.024
Head & Face Medicine,N/A,2.6,0.667
Head & Neck Pathology,1936-055X,4.1,0.749
HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,1043-3074,2.2,0.713
HEADACHE,0017-8748,4,1.293
HEALTH,1363-4593,2.3,0.883
Health & Justice,N/A,2.6,0.986
HEALTH & PLACE,1353-8292,4.1,1.399
HEALTH & SOCIAL CARE IN THE COMMUNITY,0966-0410,2.3,0.806
HEALTH & SOCIAL WORK,0360-7283,1.9,0.787
HEALTH AFFAIRS,0278-2715,8.1,4.131
Health Affairs Scholar,N/A,2.7,1.462
Health and History,1442-1771,0.1,0.074
Health and Human Rights,N/A,2.3,1.138
Health and Quality of Life Outcomes,N/A,3.4,1.216
Health and Technology,2190-7188,2.8,0.505
Health Behavior and Policy Review,2326-4403,0.4,0.185
HEALTH CARE ANALYSIS,1065-3058,1.6,0.731
Health Care for Women International,0739-9332,0.9,0.392
HEALTH CARE MANAGEMENT REVIEW,0361-6274,2.8,0.912
Health Care Management Science,1386-9620,2,0.817
Health Care Science,2771-1749,3.3,0.675
HEALTH COMMUNICATION,1041-0236,2.7,0.965
HEALTH ECONOMICS,1057-9230,2.4,1.163
Health Economics Policy and Law,1744-1331,3.3,0.87
Health Economics Review,2191-1991,3.3,0.873
Health Education,0965-4283,1.9,0.368
HEALTH EDUCATION & BEHAVIOR,1090-1981,2.1,1.144
HEALTH EDUCATION JOURNAL,0017-8969,1.2,0.423
HEALTH EDUCATION RESEARCH,0268-1153,2,0.673
Health Equity,N/A,2.5,1.251
HEALTH EXPECTATIONS,1369-6513,3.2,1.182
Health Informatics Journal,1460-4582,2.3,0.638
Health Information and Libraries Journal,1471-1834,1.4,0.912
Health Information Management Journal,1833-3583,1.8,0.897
Health Information Science and Systems,2047-2501,3.4,0.745
Health Marketing Quarterly,0735-9683,1.6,0
HEALTH PHYSICS,0017-9078,1.4,0.373
HEALTH POLICY,0168-8510,3.4,1.028
HEALTH POLICY AND PLANNING,0268-1080,3.1,1.2
Health Policy and Technology,2211-8837,3.7,0.884
Health Policy OPEN,N/A,2.3,0.984
Health Problems of Civilization,2353-6942,0.2,0.035
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice,2368-738X,2.4,0.919
HEALTH PROMOTION INTERNATIONAL,0957-4824,2.4,0.709
Health Promotion Journal of Australia,1036-1073,1.5,0.481
Health Promotion Perspectives,2228-6497,2.8,0.962
Health Promotion Practice,1524-8399,1.2,0.606
HEALTH PSYCHOLOGY,0278-6133,3.2,1.365
Health Psychology and Behavioral Medicine,2164-2850,2.2,0.844
Health Psychology Open,N/A,1.3,0.909
Health Psychology Report,2353-4184,1.2,0.295
Health Psychology Research,2420-8124,3,0.693
Health Psychology Review,1743-7199,9.7,3.548
Health Reports,0840-6529,3.3,1.447
Health Research Policy and Systems,1478-4505,3.2,1.266
HEALTH RISK & SOCIETY,1369-8575,1,0.403
Health SA Gesondheid,1025-9848,1.2,0.286
Health Science Reports,N/A,2.1,0.498
Health Scope,2251-8959,0.8,0.122
Health Security,2326-5094,1.6,0.623
Health Services and Outcomes Research Methodology,1387-3741,1.6,0.779
Health Services Insights,1178-6329,2.5,0.801
Health Services Management Research,0951-4848,0.7,0.276
HEALTH SERVICES RESEARCH,0017-9124,3.2,2.038
Health Services Research and Managerial Epidemiology,2333-3928,1.5,0.44
Health Sociology Review,1446-1242,3.1,1.081
Health Systems,2047-6965,1.2,0.434
Health Systems & Reform,2328-8604,1.9,1.227
HEALTH TECHNOLOGY ASSESSMENT,1366-5278,4,1.566
Healthcare,N/A,2.7,0.598
Healthcare Informatics Research,2093-3681,2.1,0.686
Healthcare Technology Letters,N/A,3.3,0.522
HealthCare-The Journal of Delivery Science and Innovation,2213-0764,2.1,0.87
Hearing Balance and Communication,2169-5717,0.7,0.152
HEARING RESEARCH,0378-5955,2.5,0.819
HEART,1355-6037,4.4,2.014
HEART & LUNG,0147-9563,2.6,0.643
Heart and Mind,2468-6476,1.5,0
HEART AND VESSELS,0910-8327,1.5,0.363
Heart Failure Clinics,1551-7136,2,0.731
HEART FAILURE REVIEWS,1382-4147,4.2,1.246
Heart International,2036-2579,2.3,0.519
Heart Lung and Circulation,1443-9506,2.2,0.687
HEART RHYTHM,1547-5271,5.7,2.039
Heart Rhythm O2,2666-5018,2.9,1.159
HEART SURGERY FORUM,1098-3511,0.6,0.152
Heart Views,1995-705X,0.5,0.193
HEAT AND MASS TRANSFER,0947-7411,2,0.334
Heat Transfer,2688-4534,2.6,0.285
HEAT TRANSFER ENGINEERING,0145-7632,1.6,0.26
HEAT TRANSFER RESEARCH,1064-2285,1.6,0.166
Hebrew Bible and Ancient Israel,2192-2276,0.2,0.43
HEC Forum,0956-2737,1.2,0.367
HEGEL-STUDIEN,0073-1587,0.2,0.203
HELICOBACTER,1083-4389,4.3,1.085
HELIOS,0160-0923,0.2,0.593
Heliyon,N/A,3.6,0.613
Hellenic Journal of Cardiology,1109-9666,3,0.712
Hellenic Journal of Nuclear Medicine,1108-1430,1,0.244
HELMINTHOLOGIA,0440-6605,1.2,0.229
HELVETICA CHIMICA ACTA,0018-019X,1.8,0.382
HemaSphere,N/A,14.6,4.691
Hemato,N/A,1,0.253
HEMATOLOGICAL ONCOLOGY,0278-0232,3.9,1.261
Hematologie,1264-7527,0.1,0.007
Hematology,1024-5332,1.6,0.423
Hematology Reports,2038-8322,1.2,0.278
Hematology Transfusion and Cell Therapy,2531-1379,1.6,0.414
Hematology-American Society of Hematology Education Program,1520-4391,3.2,1.435
HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA,0889-8588,2.7,1.041
Hemijska Industrija,0367-598X,0.5,0.112
Hemodialysis International,1492-7535,1.2,0.335
HEMOGLOBIN,0363-0269,1,0.213
HENRY JAMES REVIEW,0273-0340,0.2,0.043
Hepatic Medicine-Evidence and Research,1179-1535,1.8,0.597
Hepatic Oncology,2045-0923,1.3,0
Hepatitis Monthly,1735-143X,0.6,0.142
Hepatobiliary & Pancreatic Diseases International,1499-3872,4.4,0.822
Hepatobiliary Surgery and Nutrition,2304-3881,7.8,1.831
HEPATOLOGY,0270-9139,15.8,4.904
Hepatology Communications,N/A,4.6,1.854
Hepatology Forum,1307-5888,2.1,0.365
Hepatology International,1936-0533,6.1,1.889
HEPATOLOGY RESEARCH,1386-6346,3.4,0.839
Hepatoma Research,2394-5079,1.2,0
Herald of an Archivist,2073-0101,0,0.069
HERALD OF THE RUSSIAN ACADEMY OF SCIENCES,1019-3316,0.4,0.166
Heranca-Revista de Historia Patrimonio e Cultura,2184-3090,0.5,0.016
HERD-Health Environments Research & Design Journal,1937-5867,1.8,0.437
Hereditary Cancer in Clinical Practice,1731-2302,2.4,0.64
HEREDITAS,1601-5223,2.5,0.533
HEREDITY,0018-067X,3.9,1.074
Heritage,2571-9408,1.9,0.333
Heritage and Society,2159-032X,0.8,0.341
Heritage Language Journal,1550-7076,0.9,0
Heritage Science,2050-7445,3.9,0.542
Hermeneia,1453-9047,0.1,0.044
Hermeneus,1139-7489,0,0.189
HERMES-ZEITSCHRIFT FUR KLASSISCHE PHILOLOGIE,0018-0777,0.1,0.142
Hernia,1265-4906,2.4,0.608
Heroin Addiction and Related Clinical Problems,1592-1638,0.6,0.042
HERPETOLOGICA,0018-0831,1.1,0.546
Herpetological Conservation and Biology,2151-0733,0.6,0.22
HERPETOLOGICAL JOURNAL,0268-0130,0.6,0.295
HERPETOLOGICAL MONOGRAPHS,0733-1347,1,0.678
